"RunId","WorkflowName","Conclusion","Event","CreatedAt","Title","PR","HtmlUrl"
"26717965554","daily-build-test","success","schedule","2026-05-31T16:23:41Z","ci: restore build cache for PR CI, with A2 wheel fix (#483)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26717965554"
"26688781007","daily-build-test","success","schedule","2026-05-30T16:19:44Z","ci: restore build cache for PR CI, with A2 wheel fix (#483)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26688781007"
"26650989313","daily-build-test","success","schedule","2026-05-29T17:05:32Z","added new commands to README for DeepEP (#514)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26650989313"
"26590057200","daily-build-test","success","schedule","2026-05-28T17:10:38Z","added new commands to README for DeepEP (#514)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26590057200"
"26526055603","daily-build-test","success","schedule","2026-05-27T17:00:23Z","refactor: separate submodule init and build, remove cuda deps from CI (#516)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26526055603"
"26462975507","daily-build-test","success","schedule","2026-05-26T17:03:17Z","fix insert slice (#511)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26462975507"
"26410672184","daily-build-test","success","schedule","2026-05-25T16:40:30Z","fix insert slice (#511)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26410672184"
"26366390149","daily-build-test","success","schedule","2026-05-24T16:18:33Z","fix insert slice (#511)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26366390149"
"26337599333","daily-build-test","success","schedule","2026-05-23T16:18:05Z","fix insert slice (#511)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26337599333"
"26300235624","daily-build-test","success","schedule","2026-05-22T16:41:51Z","fix insert slice (#511)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26300235624"
"26748663367","pr-test-npu","success","pull_request","2026-06-01T10:11:45Z","feat: support H=12,8","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26748663367"
"26745218348","pr-test-npu","failure","pull_request","2026-06-01T08:58:10Z","fix review comments","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26745218348"
"26738525734","pr-test-npu","success","pull_request","2026-06-01T06:16:19Z","Update pr-test-npu.yml","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26738525734"
"26734123735","pr-test-npu","failure","pull_request","2026-06-01T03:50:14Z","Update pr-test-npu.yml","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26734123735"
"26733952665","pr-test-npu","failure","pull_request","2026-06-01T03:43:47Z","Add HCCL_BUFFSIZE environment variable for tests","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26733952665"
"26679309674","pr-test-npu","failure","pull_request","2026-05-30T08:31:51Z","Merge branch 'main' into test-pr","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26679309674"
"26678958665","pr-test-npu","failure","pull_request","2026-05-30T08:13:40Z","start test","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26678958665"
"26678533713","pr-test-npu","failure","pull_request","2026-05-30T07:51:55Z","Modification according to the review comments.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26678533713"
"26673018437","pr-test-npu","success","pull_request","2026-05-30T03:16:42Z","ci: fix missing cache key and remove duplicate steps in push_build_cache workflow","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26673018437"
"26671232298","pr-test-npu","success","pull_request","2026-05-30T01:52:29Z","ci: fix YAML indentation in workflow file","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26671232298"
