"RunId","WorkflowName","Conclusion","Event","CreatedAt","Title","PR","HtmlUrl"
"26444345630","build_and_release","success","pull_request","2026-05-26T09:33:44Z","fix: add dtype conversion for BF16/FP32 mismatch in deepep tests on A5","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26444345630"
"26444086689","build_and_release","success","pull_request","2026-05-26T09:28:18Z","feat: remove check in build.sh","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26444086689"
"26442982420","build_and_release","success","pull_request","2026-05-26T09:05:04Z","feat: only check submodule when build kernels","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26442982420"
"26439062406","build_and_release","success","pull_request","2026-05-26T07:38:54Z","refactor: separate submodule init and build","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26439062406"
"26390593653","build_and_release","success","pull_request","2026-05-25T08:13:03Z","passed pre-commit on my machine","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26390593653"
"26388662379","build_and_release","success","pull_request","2026-05-25T07:22:12Z","Add trailing newline to README files","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26388662379"
"26388199106","build_and_release","success","pull_request","2026-05-25T07:09:13Z","trim trailing whitespace","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26388199106"
"26380085295","build_and_release","success","pull_request","2026-05-25T02:29:23Z","Aligned torch version in the pipeline","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26380085295"
"26359258230","build_and_release","success","pull_request","2026-05-24T10:52:30Z","Updated README.md based on the comments","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26359258230"
"26213188353","build_and_release","failure","pull_request","2026-05-21T07:55:43Z","test pipe line","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26213188353"
"26212747717","build_and_release","failure","pull_request","2026-05-21T07:45:56Z","test pipe line","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26212747717"
"26138650165","build_and_release","success","release","2026-05-20T03:03:32Z","deepep for A2 Adapt (#501)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26138650165"
"26095800844","build_and_release","success","pull_request","2026-05-19T12:01:05Z","fix: allow git to run inside ci","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26095800844"
"26087741075","build_and_release","success","pull_request","2026-05-19T09:12:06Z","chore: satisfy linter and codegen parser","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26087741075"
"26083669928","build_and_release","failure","pull_request","2026-05-19T07:46:36Z","chore: rename submodules thirdparty -> third-party","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26083669928"
"26081179968","build_and_release","success","pull_request","2026-05-19T06:49:06Z","deepep for A2 Adapt","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26081179968"
"26033602703","build_and_release","success","pull_request","2026-05-18T12:30:58Z","Merge remote-tracking branch 'origin/main' into feat-gdn-mega-kernel","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26033602703"
"26010780037","build_and_release","success","pull_request","2026-05-18T02:46:15Z","rollback","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26010780037"
"26010217992","build_and_release","success","pull_request","2026-05-18T02:25:47Z","rollback","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/26010217992"
"25957753106","build_and_release","success","pull_request","2026-05-16T08:50:32Z","rollback","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25957753106"
"25951535227","build_and_release","success","pull_request","2026-05-16T03:24:11Z","rollback","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25951535227"
"25951445958","build_and_release","success","pull_request","2026-05-16T03:19:44Z","rollback","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25951445958"
"25894597677","build_and_release","success","release","2026-05-15T01:06:52Z","cann9.0.0 Adapt (#476)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25894597677"
"25860749767","build_and_release","success","pull_request","2026-05-14T12:46:02Z","update","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25860749767"
"25860136619","build_and_release","success","pull_request","2026-05-14T12:31:47Z","update","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25860136619"
"25858413282","build_and_release","success","pull_request","2026-05-14T11:49:49Z","delete A2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25858413282"
"25852119256","build_and_release","success","pull_request","2026-05-14T09:16:35Z","delete A2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25852119256"
"25850271017","build_and_release","failure","pull_request","2026-05-14T08:32:18Z","Merge branch 'main' of github.com:sgl-project/sgl-kernel-npu into wq_main","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25850271017"
"25848053693","build_and_release","failure","pull_request","2026-05-14T07:35:56Z","cann9.0.0 Adapt","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25848053693"
"25842483315","build_and_release","success","pull_request","2026-05-14T04:54:16Z","Merge remote-tracking branch 'refs/remotes/origin/main' into 458-branch-fix-complie","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25842483315"
"25842419036","build_and_release","success","pull_request","2026-05-14T04:52:13Z","Review Comments","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25842419036"
"25800149925","build_and_release","success","pull_request","2026-05-13T12:49:48Z","fix lint and add SetCommEngine","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25800149925"
"25788283298","build_and_release","success","pull_request","2026-05-13T08:42:23Z","fix a2 problem for TILINGKEY_A3_NO_QUANT","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25788283298"
"25786608480","build_and_release","failure","pull_request","2026-05-13T08:06:45Z","chore: CANN 8.5 adaptation and platform compatibility fixes","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25786608480"
"25784743448","build_and_release","success","pull_request","2026-05-13T07:24:55Z","fix a2 problem for compile aclnn","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25784743448"
"25737466031","build_and_release","success","pull_request","2026-05-12T13:25:45Z","guess mc2CcTilingConfig.SetCommEngine problem","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25737466031"
"25733340374","build_and_release","success","pull_request","2026-05-12T12:06:46Z","Merge remote-tracking branch 'refs/remotes/origin/main' into 458-branch-fix-complie","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25733340374"
"25733258063","build_and_release","success","pull_request","2026-05-12T12:05:04Z","fix fused moe in a5","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25733258063"
"25724526904","build_and_release","success","pull_request","2026-05-12T09:03:12Z","[CI] Remove CANN 8.3.rc2 from build matrix","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25724526904"
"25711281230","build_and_release","success","pull_request","2026-05-12T03:21:03Z","fix DSOC_VERSION error","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25711281230"
"25654880414","build_and_release","success","pull_request","2026-05-11T06:50:07Z","comment out mc2CcTilingConfig.SetCommEngine(mc2tiling::AIV_ENGINE)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25654880414"
"25626148720","build_and_release","failure","pull_request","2026-05-10T10:17:23Z","fix cann8.3 SetCommEngine","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25626148720"
"25623379192","build_and_release","failure","pull_request","2026-05-10T07:53:11Z","fix cann8.3 in a2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25623379192"
"25623012082","build_and_release","failure","pull_request","2026-05-10T07:33:26Z","fix cann8.3 in a2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25623012082"
"25618463654","build_and_release","failure","pull_request","2026-05-10T03:13:19Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25618463654"
"25545786352","build_and_release","failure","pull_request","2026-05-08T08:34:33Z","fix ASC can not find problem","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25545786352"
"25543225443","build_and_release","failure","pull_request","2026-05-08T07:32:47Z","Update SOC_VERSION to use variable instead of hardcode","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25543225443"
"25542238589","build_and_release","failure","pull_request","2026-05-08T07:08:10Z","Merge branch 'a5_adaption_new' of https://github.com/oagniqgnat/sgl-kernel-npu into a5_new","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25542238589"
"25496746316","build_and_release","failure","pull_request","2026-05-07T12:48:56Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25496746316"
"25377707528","build_and_release","success","pull_request","2026-05-05T12:57:03Z","Update build.sh","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25377707528"
"25364915001","build_and_release","failure","pull_request","2026-05-05T08:04:28Z","Update build.sh","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25364915001"
"25317371023","build_and_release","failure","pull_request","2026-05-04T11:51:38Z","fix lint","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25317371023"
"25310696317","build_and_release","failure","pull_request","2026-05-04T09:09:27Z","Update build.sh","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25310696317"
"25275541276","build_and_release","success","pull_request","2026-05-03T09:32:37Z","bump version to 2026.05.01","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25275541276"
"25258792083","build_and_release","failure","pull_request","2026-05-02T18:27:15Z","Merge branch 'main' into svoloch_add_attentions","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25258792083"
"25150591400","build_and_release","failure","pull_request","2026-04-30T06:18:58Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25150591400"
"25150485155","build_and_release","failure","pull_request","2026-04-30T06:15:41Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25150485155"
"25146452265","build_and_release","failure","pull_request","2026-04-30T03:53:14Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146452265"
"25146420179","build_and_release","failure","pull_request","2026-04-30T03:52:02Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146420179"
"25146367354","build_and_release","failure","pull_request","2026-04-30T03:50:01Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146367354"
"25146226738","build_and_release","failure","pull_request","2026-04-30T03:44:30Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146226738"
"25146193342","build_and_release","failure","pull_request","2026-04-30T03:43:12Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146193342"
"25146081822","build_and_release","failure","pull_request","2026-04-30T03:38:45Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146081822"
"25146056371","build_and_release","failure","pull_request","2026-04-30T03:37:41Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25146056371"
"25145890872","build_and_release","failure","pull_request","2026-04-30T03:31:19Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25145890872"
"25145796003","build_and_release","failure","pull_request","2026-04-30T03:27:39Z","Adaptation of the Deepep A5 normal and low-latency operators.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/25145796003"
"24982910555","build_and_release","success","pull_request","2026-04-27T07:47:46Z","Merge branch 'sgl-project:main' into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24982910555"
"24784532733","build_and_release","success","release","2026-04-22T14:38:30Z","Add conv1d update mtp triton kernel. Adapt speculative decoding for update (#445)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24784532733"
"24486958241","build_and_release","success","release","2026-04-16T01:23:51Z","The A3 normal operator is modified to support a maximum of 128K long sequences. (#435)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24486958241"
"24177302176","build_and_release","success","release","2026-04-09T07:07:03Z","Fix conv1d update state shift (#428)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24177302176"
"24132986523","build_and_release","success","release","2026-04-08T11:28:41Z","Revert ""LoRA: Implementing kernels using CUBE computation unit (#384)"" (#430)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24132986523"
"24122848177","build_and_release","failure","release","2026-04-08T07:12:50Z","LoRA: Implementing kernels using CUBE computation unit (#384)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/24122848177"
"23936942776","build_and_release","success","release","2026-04-03T06:41:05Z","fix info.dim check error (#425)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23936942776"
"23931770661","build_and_release","success","release","2026-04-03T02:59:17Z","fix init kCandidates array bug (#423)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23931770661"
"23841248701","build_and_release","failure","pull_request","2026-04-01T09:14:35Z","torch cache Adapt","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23841248701"
"23778705333","build_and_release","success","release","2026-03-31T03:14:32Z","add split_qkv_tp_rmsnorm_rope ops (#413)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23778705333"
"23534802300","build_and_release","failure","pull_request","2026-03-25T09:48:13Z","fix: correct causal conv1d tiling split","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23534802300"
"23031632220","build_and_release","success","release","2026-03-13T01:12:53Z","support multiple torch version (#398)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23031632220"
"23005829889","build_and_release","success","pull_request","2026-03-12T14:02:54Z","support multiple torch version","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/23005829889"
"22760796612","build_and_release","success","release","2026-03-06T11:07:42Z","Add rmsnorm_bias and mul_add ops (#375)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22760796612"
"22715599998","build_and_release","failure","pull_request","2026-03-05T11:23:19Z","debug","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22715599998"
"22611797718","build_and_release","success","pull_request","2026-03-03T06:51:06Z","Modified according to the review comments.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22611797718"
"22569022475","build_and_release","success","pull_request","2026-03-02T09:10:05Z","Merge branch 'sgl-cmake2' of https://github.com/1329009851/sgl-kernel-npu into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22569022475"
"22568130501","build_and_release","success","pull_request","2026-03-02T08:43:57Z","Merge branch 'sgl-cmake2' of https://github.com/1329009851/sgl-kernel-npu into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22568130501"
"22545978328","build_and_release","success","release","2026-03-01T15:01:20Z","bump version to 2026.03.01 (#388)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22545978328"
"22545056684","build_and_release","success","pull_request","2026-03-01T14:07:41Z","bump version to 2026.03.01","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22545056684"
"22517494267","build_and_release","success","pull_request","2026-02-28T08:51:53Z","Merge branch 'sgl-cmake2' of https://github.com/1329009851/sgl-kernel-npu into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22517494267"
"22517468622","build_and_release","failure","pull_request","2026-02-28T08:50:12Z","Merge branch 'sgl-cmake2' of https://github.com/1329009851/sgl-kernel-npu into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22517468622"
"22516900353","build_and_release","success","pull_request","2026-02-28T08:13:01Z","Modification for review comments","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22516900353"
"22516072064","build_and_release","failure","pull_request","2026-02-28T07:19:13Z","Modification for review comments","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22516072064"
"22480621516","build_and_release","success","pull_request","2026-02-27T09:29:21Z","Add debugging information","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22480621516"
"22480354205","build_and_release","success","pull_request","2026-02-27T09:21:13Z","Change the code format from CRLF to LF.","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22480354205"
"22479944200","build_and_release","failure","pull_request","2026-02-27T09:08:43Z","Merge branch 'sgl-cmake2' of https://github.com/1329009851/sgl-kernel-npu into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22479944200"
"22476391631","build_and_release","success","pull_request","2026-02-27T07:03:09Z","Merge branch 'sgl-project:main' into sgl-cmake2","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22476391631"
"22390389333","build_and_release","success","pull_request","2026-02-25T09:21:04Z","Modifying the default compilation algorithm version","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22390389333"
"22348235710","build_and_release","failure","pull_request","2026-02-24T11:09:28Z","Normal operator adaptation A5","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22348235710"
"22039543444","build_and_release","success","release","2026-02-15T17:00:07Z","Update layernorm_gated.py (#378)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22039543444"
"22037617726","build_and_release","failure","release","2026-02-15T14:47:23Z","Update layernorm_gated.py (#378)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22037617726"
"22013580820","build_and_release","success","release","2026-02-14T07:35:30Z","support qwen3.5 (#377)","","https://github.com/sgl-project/sgl-kernel-npu/actions/runs/22013580820"
